views,likes,dislikes
279419,1845,7633
568451,27369,1749
4027,29,0
613040,30916,334
1173738,9754,1687
1581122,1215,45
1779,20,5
94960,562,204
2905778,45752,2392
247581,3659,171
32275,916,25
26275,1701,13
134305,6585,299
1096519,11252,1574
1747544,41807,1196
1748140,143952,1422
83930,148,28
1671281,1157,51
106251,872,23
2600858,51547,831
364741,26937,614
2204462,113075,3825
403700,15180,330
82182,321,50
785695,17200,3316
3169672,30523,804
2691,37,0
10434,178,26
2162388,178,16
520711,33574,916
573915,11049,110
276120,13162,403
1382440,104630,1206
6465643,93992,3413
31894,918,30
457031,40850,534
244980,15591,331
3472,26,0
1063693,11811,8979
42211,5875,4
427263,13420,117
10039,41,25
69249,2455,48
44522,1219,20
441023,17506,517
265405,12766,1039
6620905,231177,13478
788372,15343,265
4251094,10803,2147
720389,14639,1153
452527,18387,182
264310,14540,218
1334864,6210,1701
17527,1180,8
1745698,185788,1292
10007,589,15
362345,1456,596
105973,4789,285
416921,3156,3432
1727840,64655,1335
125045,2437,265
284673,14159,625
191344,8982,415
54811,2969,29
118291,1253,134
602839,18404,369
8154,84,2
268077,12422,414
4923,649,11
357439,22088,826
245217,25261,180
90870,2913,91
90168,3256,60
419538,15745,436
59549,2222,123
344584,13445,287
45899,1722,50
918375,46147,2653
268462,4033,630
558713,24808,793
3942272,35978,7387
269147,6045,538
196368,8243,173
706989,15891,751
837053,31574,833
414462,7924,3863
30106,620,29
1232705,42782,2159
369942,4196,271
527322,18996,582
271780,9654,285
6291266,307708,2851
34927,522,79
852106,25007,318
683198,18037,471
1671069,171192,1010
179660,3103,139
200450,2441,349
698883,18670,1251
227928,3928,425
1156135,16391,5240
1043726,24890,4292
1001371,8255,527
1904809,45087,5224
47309,724,603
524384,9049,125
4854624,740794,9080
91445,1806,57
455772,0,0
7938,430,9
9370700,559991,27540
67876,1038,25
30550,555,72
2414308,34057,1358
1432719,56560,2671
781464,56388,973
2019137,101318,3653
223220,4919,1516
1201158,92195,1286
42200,413,54
157434,1137,269
550478,30927,443
3526644,220280,9393
415579,12616,404
1008886,8069,567
2119293,24532,1741
798525,8764,2431
146449,719,134
81960,3017,409
65083,4054,76
54788,617,171
239553,1490,220
970084,12988,464
3739595,127011,16734
79238,1745,172
8589262,272524,14755
3168244,60645,4534
721566,7494,817
142431,6156,407
297238,8540,352
162597,4214,159
2316143,85645,2578
412452,10409,307
252055,6137,284
124223,6098,133
476245,15464,1931
100551,1118,86
1707356,133453,5414
101002,2972,184
67799,1105,578
565981,18001,221
582785,13285,2515
168739,9959,471
1956890,21359,2581
1606423,12157,4906
184931,6336,6418
300379,31881,271
292778,12515,184
214357,8222,224
1149187,72355,1482
5468697,495762,4607
343217,5932,223
1337463,16177,711
419525,2808,243
842467,23333,1606
1315442,17145,253
83234,932,78
2644764,103959,2614
22158,312,203
96916,387,6
3644532,45467,3910
855645,14254,739
6032050,346448,18048
1888020,106455,1390
208469,7405,180
101050,5732,66
554706,19379,557
2694075,188720,1199
3707659,50200,3312
431116,19479,435
1446140,64501,2171
23493283,720534,144152
412335,12389,300
216808,7038,164
453264,6977,1789
482225,3790,330
416490,37181,291
6187457,178243,3886
477816,6136,499
436267,7564,276
188643,5349,124
185620,4052,346
28474364,588244,31954
95459,1897,116
65708,744,270
15449,697,27
22561,69,8
3052,2,0
5222,24,10
122095,4544,58
213508,6507,240
1130995,48881,736
1194195,29587,826
42259,94,9
166529,4564,233
28355,1123,18
1197144,68023,659
1657620,63707,4887
23518,817,61
2017777,65113,2269
204793,8477,102
2830126,39369,1010
402235,18677,218
1514148,116404,713
117972,9067,97
1428712,61693,1448
567032,12943,218
281619,1740,1078
284888,10267,230
2714265,169210,8661
1518505,132831,1337
711771,5501,635
370897,8925,4950
2494925,98099,2471
579149,27622,1768
283429,1863,7719
655640,32989,359
4135,30,0
1207371,9892,1711
1692420,1241,45
1848,20,5
16207,166,71
99950,566,207
2971262,46712,2414
28475,1754,13
397568,3851,176
142995,6712,317
1864709,145998,1479
1119724,11344,1587
1777339,42162,1217
88454,157,29
110663,906,24
1824153,1180,57
2665872,52567,846
2244398,113969,3873
423889,15458,344
82745,320,50
797139,17323,3331
3267762,31155,831
3055,41,0
677566,13048,117
2163378,182,16
10566,178,26
527428,33854,924
287849,13464,411
1406093,105177,1218
7188757,99681,3729
34469,975,31
476858,41893,553
247409,15710,334
3598,28,0
1069986,11867,9000
43597,5975,4
90214,2575,47
71241,2515,48
10070,41,25
451309,17637,523
274794,12912,1072
6647081,232199,13512
4829710,11408,2277
724152,14687,1156
477269,19055,192
274761,14853,227
1339943,6223,1708
18001,1194,9
1769751,187892,1298
10194,594,15
659043,17796,1168
743771,10062,2235
240575,10563,544
2164508,74591,4973
888632,30181,1589
516493,10048,1013
1181653,48880,2558
415959,12854,519
105939,1674,117
194640,4462,145
722776,17486,2487
749135,22776,800
291355,11214,375
4661421,39448,9609
638453,32241,317
1178822,26799,1243
689157,10729,6191
147317,5542,177
1060926,36405,1104
1992386,81058,2407
76533,821,177
525274,5199,404
6969112,324853,3151
265204,2419,264
177849,3736,113
220985,3293,1601
1431295,46635,2357
358253,10857,430
963653,29635,1034
285129,11625,335
42826,3019,212
847289,32668,1941
936582,26428,347
321451,4384,202
755283,19118,545
1858861,182062,1238
81319,5089,300
45851,335,110
227718,2627,366
867728,21201,1516
292283,4437,496
22664,1052,25
1249378,17137,5445
647752,16547,571
40389,1215,288
1210780,26983,4893
1057540,8505,569
2123163,48008,5759
62469,860,773
606308,30754,782
5739252,782030,9905
129299,2258,71
130340,1783,43
466398,0,0
8636,57,22
681271,52466,1024
39349,668,88
10681470,584191,29287
2688985,35297,1545
1460697,57250,2696
2097311,103804,3723
813551,58027,1010
228285,4987,1537
45151,438,60
163042,1162,276
3691632,226845,9606
578739,32064,476
1303932,98136,1336
435222,13041,414
863443,9249,2492
1149921,8542,612
2146742,24762,1758
91860,3284,449
147121,723,134
67410,4127,77
55155,618,173
240738,1493,220
4056530,131219,17686
1002654,13254,475
80749,1772,172
9816365,289108,15752
3425930,61451,4758
729675,7538,825
145398,6236,412
303075,8666,357
2650348,91641,2899
165753,4323,163
430440,10721,317
263402,6242,289
126752,6219,134
484768,15597,1942
103082,1126,89
1783227,136825,5561
102587,3015,184
70015,1119,582
587204,18411,228
181706,10558,484
309612,12817,194
2027586,21709,2678
1737147,12841,5198
317215,32969,278
186370,6355,6424
222175,8411,235
1245087,74011,1549
5654071,504461,4695
1386334,16575,721
446081,2905,251
910805,24328,1654
346175,5956,225
1397781,17957,271
23083,321,207
87662,967,79
2938385,110472,2772
97405,391,6
3787278,46369,4005
963569,15645,788
6419834,350912,18383
1917008,107347,1403
233962,7720,202
464820,13211,320
107809,5844,75
2753422,190669,1225
3915324,51009,3454
436824,19616,438
25731876,748064,150029
227097,7216,167
440580,37782,314
473723,7056,1830
513876,6368,556
458624,7841,289
193779,5430,125
31873225,621537,34351
95990,1906,117
15838,702,28
66739,746,271
22929,71,8
3085,2,0
5687,25,10
124364,4596,60
220371,6619,244
1238849,30617,855
170686,4628,238
44610,94,9
29246,1128,18
1217103,68234,670
1690584,64346,4954
213421,8681,104
23718,821,61
2196618,67360,2377
2127838,152733,974
2900199,39846,1034
428422,19381,234
121378,9252,100
63751,349,120
1462423,62260,1468
592740,13348,225
284438,1751,1084
2785769,170786,8832
1572696,134342,1407
730918,5545,640
379165,9002,5019
2697889,101081,2571
685785,34265,379
586875,27803,1776
288881,1876,7853
4218,31,0
1829646,1267,46
1238086,10018,1732
1909,20,5
104421,579,214
3024087,47456,2435
31191,1848,14
558252,3978,184
105091,1740,43
150363,6864,333
1130720,11362,1588
1944085,147610,1533
1801502,42440,1226
90995,162,29
2015455,1199,59
115563,952,26
2727180,53499,859
2277485,114718,3906
441881,15699,350
83121,320,50
805393,17401,3335
3337851,31538,844
786805,15095,128
3311,42,0
2164363,186,16
10661,178,26
533608,34059,931
26033,177,11
7987051,105719,4049
298314,13730,417
1430545,105677,1230
36515,1012,32
143706,4196,72
492089,42661,559
249314,15792,336
498117,16658,740
121912,3341,268
496336,94831,793
683376,17069,1976
88729,5436,500
654296,63559,1211
991300,21596,1890
419483,10017,236
1077638,13373,2833
1533966,54324,3156
1475878,277429,548
6624,412,18
2741994,85641,5799
418363,7768,305
1042151,32575,1926
31957,439,64
426790,13867,691
675957,12307,1317
861821,18973,2917
33856,2121,46
530205,14888,717
153458,2227,158
943126,25446,1100
26917,488,62
734233,34043,388
387319,5200,214
1153686,38369,1234
927652,13081,8895
4907380,41025,10539
178312,6039,273
2734590,96506,3740
1554846,32363,1500
595297,5614,470
575327,4588,501
295778,3673,1690
99205,970,243
291245,23916,196
60799,3487,373
7448921,335822,3359
325306,12440,395
394482,11388,493
1566193,48613,2508
1134318,33664,1240
933555,34610,2190
993402,27349,375
41533,1918,50
409603,5117,232
244124,2740,381
787480,19655,582
10386,45,25
97298,5463,409
106523,218,148
1966994,187947,1355
990024,22977,1695
332065,4640,531
45179,1285,322
1311344,17555,5553
683525,17086,599
1302819,28020,5136
1095344,8642,588
2269443,49633,5981
69055,908,817
644694,32128,838
143133,2397,75
177705,2606,54
38331,1891,19
471027,0,0
10351,58,23
17273,55,4
704805,53590,1087
40149,672,88
11913715,605215,30684
2883649,36176,1704
50741,5963,27
1478882,57738,2712
2169133,105821,3762
835764,59115,1033
45418,439,60
229836,5022,1538
447961,13329,418
3811016,231458,9768
1385703,102471,1370
164693,1165,276
602044,32871,500
7658,242,1
913511,9588,2532
1219754,8925,637
2165441,24906,1767
99485,3514,482
147582,724,134
69181,4215,77
241700,1495,221
55342,620,173
4324560,134366,18292
1020028,13429,480
11081264,305224,16685
81725,1786,172
3687545,62188,4956
742248,7632,832
147586,6294,413
2941261,96059,3104
307404,8758,358
168196,4388,164
447812,10999,322
276701,6365,306
128671,6302,135
494644,15724,1972
104830,1131,90
1836620,139237,5668
103772,3045,185
71522,1133,587
193827,11028,493
2077170,21920,2741
324996,13078,204
1849647,13370,5412
328740,33663,288
187305,6367,6430
226851,8516,242
1323312,75107,1585
5783574,510007,4756
1424263,16875,735
457374,2954,253
23731,328,208
348549,5966,227
1470720,18582,293
90745,997,80
3286123,117759,2941
97773,391,6
958871,25130,1675
1063803,16835,831
3909038,47043,4089
6743056,354237,18620
254037,7936,220
523809,14123,336
1938017,108039,1410
113842,5930,77
2800574,192127,1241
27723596,770906,154663
4086889,51577,3587
440293,19699,443
236377,7382,176
458981,38150,328
490416,7122,1873
549272,6590,596
35374613,651507,36709
465364,7920,293
197685,5488,125
16121,705,28
67468,747,272
96493,1915,118
23341,73,9
3111,2,0
126083,4629,62
6015,25,10
73168,394,125
226546,6720,248
1278645,31607,890
174127,4686,240
48112,94,10
2905153,194193,1337
30046,1139,18
221120,8876,111
1236854,68514,674
2371222,69405,2472
1714942,64850,4990
23863,824,62
446005,19830,241
2954718,40124,1045
123835,9365,100
1487590,62666,1472
613852,13681,227
284974,1754,1084
2843524,172437,8966
1612033,135285,1459
743035,5576,645
386207,9083,5078
2896976,103781,2674
709140,35283,399
290027,1880,7857
4275,31,0
1961933,1292,48
1262601,10121,1738
1949,20,5
107735,586,219
34032,1930,14
3065887,47974,2445
720749,4069,186
108591,1758,43
157137,6968,349
109733,189,30
2012372,148893,1573
1140097,11389,1590
1823566,42678,1234
2160639,1218,63
121344,989,27
2776665,54243,866
2309633,115443,3940
458830,15920,357
812300,17486,3339
910966,17406,147
1558856,94504,3068
2313884,80894,3102
920639,50021,7883
562072,9205,898
973749,25139,1367
2822642,275632,1444
218992,14877,315
1002848,136926,1447
3334565,167596,8753
119159,3082,111
154069,3270,231
38257,2120,45
305643,10386,813
630694,44813,908
211370,6355,205
239753,8753,967
75036,4092,65
904668,74236,1780
143088,9655,112
157383,8162,221
862432,18606,2315
321885,23922,317
45065,5820,260
129038,2689,54
143663,13856,199
791146,15694,379
96179,694,167
1064878,22535,1990
320038,12008,190
1723723,56837,3399
2088933,330086,727
1205068,14458,3011
537335,8936,355
25264,2066,38
46325,706,99
3072371,90653,6119
1784173,189160,2784
1137332,34092,2054
764234,13347,1405
935954,19763,3135
593246,16038,788
1044836,26856,1230
182557,2457,177
3200773,104193,4404
523479,5905,276
326716,3802,1722
779197,34779,420
195270,6326,312
1212365,39586,1303
5061576,41968,10874
1761658,34362,1594
892128,5465,612
632566,5807,494
106247,1009,252
318248,24990,258
1162551,15067,11222
66471,3638,403
7777292,341804,3461
354309,13001,420
306854,11407,305
408746,11587,511
1654492,49543,2596
445047,5309,243
1232985,35645,1316
977782,35465,2283
49633,2120,53
5444,100,4
1031531,27851,389
1037897,23542,1757
253889,2782,397
806397,19925,598
100450,5577,413
122982,224,153
1719,8,0
1736,3,1
53942,578,6
354386,4720,541
12850,40,1
13952,62,31
46021,1305,325
700109,17305,607
1359023,17804,5610
6952956,398593,7092
1116637,8719,597
2364678,50407,6083
676495,33055,886
71158,930,822
1377564,28795,5299
152234,2469,80
255977,4129,86
40872,1944,20
11613,62,23
17494,55,4
723008,54344,1128
474458,0,0
40613,672,88
13196225,624768,31912
72561,7511,36
1493224,58147,2720
2223189,107061,3793
854447,60130,1047
45543,444,60
231675,5094,1540
455005,13502,420
3906243,234683,9954
1455815,106317,1404
166006,1167,278
619880,33481,515
10042,256,2
951341,9826,2558
1292135,9417,670
2179912,24994,1775
104802,3668,495
147815,725,135
71747,4303,78
242329,1497,222
55435,620,173
4599327,137227,18769
1032877,13541,483
12368624,320814,17554
82438,1803,173
3958827,62817,5206
807907,8249,892
3227378,100310,3319
315025,8868,367
174338,4517,165
287094,6450,315
460042,11174,328
130072,6370,136
502698,15835,1996
106200,1148,91
72717,1148,588
104548,3067,185
203432,11357,500
2115210,22051,2786
1927897,13678,5565
232518,8652,248
187996,6383,6433
1393101,75962,1612
5892684,514353,4799
1458068,17111,746
466577,2985,255
24264,334,210
349657,5971,228
93460,1029,80
1517107,18843,308
3630119,123954,3094
98156,393,6
996427,25735,1697
1147618,17821,881
3988692,47426,4148
7043078,356971,18858
273943,8143,234
584189,14894,353
1954952,108592,1414
119019,6001,80
29669903,790568,158437
2843629,193459,1252
4263871,52027,3695
443162,19761,443
245772,7526,181
478040,38472,341
577828,6771,637
503175,7183,1884
38902263,678809,38876
468666,7957,295
201859,5569,127
16241,709,29
68064,749,272
96829,1922,119
23764,74,9
3130,2,0
127607,4667,63
6279,25,10
77628,429,127
232488,6810,251
1316824,32441,909
3653400,223235,1672
176476,4720,240
2544417,71318,2560
228045,9046,113
30622,1146,19
1255175,68676,675
1736656,65236,5022
24000,825,63
2998694,40381,1058
457495,20157,243
125824,9434,102
630275,13915,231
1511973,63033,1481
285298,1755,1087
2884469,173359,9054
1649659,136018,1500
751111,5589,648
3088180,106250,2763
392601,9141,5121
733180,36237,410
290706,1882,7859
4318,32,0
2109732,1311,49
2993235,135820,6207
3266020,97709,4748
1565942,69361,13150
277046,6878,265
630580,7512,451
555596,20430,1109
1008286,13518,1367
357154,18639,726
1147511,28260,1484
413945,9446,367
288953,5539,372
85123,7530,873
1359703,157317,1801
3790966,176516,12537
117159,4945,119
391436,11350,1224
3167291,291546,1856
746229,48861,1171
323506,10599,1204
202555,4932,111
214963,9073,301
173440,10639,184
1011765,77941,1995
382907,26143,380
926438,19353,2461
175568,15746,262
140653,857,239
1082383,19707,534
424118,13879,297
1101031,23020,2042
1818743,58610,3537
617606,9669,397
1260388,15071,3101
61496,870,133
2332110,346819,803
41003,2439,93
1953242,198084,3534
3342473,94492,6402
838817,14025,1478
1213171,35118,2153
993629,20278,3252
636877,16818,841
203636,2623,192
3421911,107363,4812
652005,6594,340
352862,3897,1765
815340,35251,448
30927,620,31
213696,6642,343
1250699,40365,1350
650095,5869,501
1152151,5683,635
342223,12178,353
107171,1014,254
330359,25389,269
1852491,35093,1644
68492,3730,406
5152752,42510,11024
4892,38,2
1278833,16081,12056
366729,13218,426
8065141,346813,3562
1269264,36361,1350
455550,5379,247
415281,11704,519
53965,2159,53
1680066,50086,2625
1006210,36045,2321
6621,107,4
259580,2803,404
1063781,23892,1797
132648,230,155
1057322,28188,392
102385,5641,418
818912,20115,612
1832,9,0
2075,4,1
54140,581,6
378366,4793,554
13161,41,1
14107,63,31
710530,17460,611
46507,1318,327
45844,832,18
7990944,420727,7805
1399206,18049,5675
1134148,8796,607
2416134,50954,6162
72022,941,827
700918,33870,918
1425959,29285,5371
157617,2552,83
42893,1987,20
12106,66,23
344426,5669,131
17636,55,4
736554,54871,1152
477976,0,0
41242,675,88
14509303,639820,32890
187435,28202,126
99528,9355,50
1505582,58486,2728
2270236,107820,3813
872315,61125,1055
45642,445,60
11539,275,3
232662,5118,1543
460337,13655,421
3977249,237013,10090
1514231,108879,1447
633961,33912,533
166649,1175,280
988603,10054,2587
1342349,10096,717
2193840,25089,1780
109346,3800,512
147886,725,135
73655,4365,81
242796,1500,222
55508,621,173
4903275,139621,19153
1044721,13647,486
13859891,337071,18443
82822,1814,173
4224265,63304,5395
3494311,103553,3506
931798,9325,991
317902,8926,367
179506,4610,165
293928,6518,319
465635,11281,332
131662,6447,136
507789,15901,2007
107555,1155,92
73387,1155,589
105190,3084,186
211157,11560,505
2138143,22135,2804
1978347,13875,5621
235864,8748,250
188522,6407,6437
1459309,76658,1644
5982333,517535,4814
1488916,17335,760
471998,3008,256
24605,337,213
3957296,128653,3223
95406,1044,81
350272,5972,229
1564490,19130,321
1026985,26192,1715
98406,394,6
1216322,18573,925
4044229,47699,4170
7285995,359247,19050
293728,8333,252
627861,15394,365
1968632,108991,1416
31725714,806649,161715
125300,6077,82
2874050,194382,1264
4354142,52244,3734
445540,19817,444
501976,38765,352
253423,7626,182
602785,6951,659
42895122,704609,41098
512801,7228,1889
469599,7967,295
204483,5616,127
16335,714,29
68427,749,272
97029,1923,119
24161,74,9
3148,3,0
128911,4688,64
6459,26,10
79473,437,127
236898,6880,257
4270418,236294,1922
1344242,32966,920
178191,4739,244
2725023,73114,2661
234029,9211,114
30918,1152,19
1274063,68789,677
